subject ID,age,gender,handedness,trial,invertion,x,y,z,time,response
subject ID,age,gender,handedness,trial,invertion,x,y,z,time,response
subject ID,age,gender,handedness,trial,invertion,x,y,z,time,response
subject ID,age,gender,handedness,trial,invertion,x,y,z,time,response
subject ID,age,gender,handedness,trial,invertion,x,y,z,time,response
subject ID,age,gender,handedness,trial,invertion,x,y,z,time,response
subject ID,age,gender,handedness,trial,invertion,x,y,z,time,response
subject ID,age,gender,handedness,trial,invertion,x,y,z,time,response
subject ID,age,gender,handedness,trial,invertion,x,y,z,time,response
Name,age,gender,handedness,0,not inverted,2.272419,311.4853,359.7446,13.22804,False
Name,age,gender,handedness,0,not inverted,1.732134,298.6119,359.7553,13.31663,False
Name,age,gender,handedness,0,not inverted,2.432334,292.1473,359.5967,13.42723,False
Name,age,gender,handedness,0,not inverted,1.957549,293.535,359.7874,13.51661,False
Name,age,gender,handedness,0,not inverted,1.98686,294.6855,359.6798,13.62725,False
Name,age,gender,handedness,0,not inverted,1.847495,302.7289,359.7726,13.71822,False
Name,age,gender,handedness,0,not inverted,1.858996,325.1205,359.9669,13.82816,False
Name,age,gender,handedness,0,not inverted,1.621798,339.2792,0.03614947,13.91792,False
Name,age,gender,handedness,0,not inverted,1.767964,355.8979,0.05245391,14.02843,False
Name,age,gender,handedness,0,not inverted,1.508486,14.7742,359.9938,14.11759,False
Name,age,gender,handedness,0,not inverted,357.4143,39.15536,0.06947785,14.227,False
Name,age,gender,handedness,0,not inverted,358.7242,52.82156,0.3127659,14.31659,False
Name,age,gender,handedness,0,not inverted,358.5664,62.13365,0.3363969,14.42809,False
Name,age,gender,handedness,0,not inverted,358.1403,65.82514,0.3930427,14.51759,False
Name,age,gender,handedness,0,not inverted,357.8927,65.25669,0.397114,14.62782,False
Name,age,gender,handedness,0,not inverted,357.853,60.14893,0.6515697,14.71707,False
Name,age,gender,handedness,0,not inverted,358.1223,36.87955,0.658987,14.82767,False
Name,age,gender,handedness,0,not inverted,358.9888,18.7552,0.4258603,14.91669,False
Name,age,gender,handedness,0,not inverted,359.4429,353.8399,0.5331431,15.02911,False
Name,age,gender,handedness,0,not inverted,1.098962,320.0035,359.6711,15.13695,False
Name,age,gender,handedness,0,not inverted,3.601042,297.6792,358.5291,15.22715,False
Name,age,gender,handedness,0,not inverted,1.313697,292.7174,358.5569,15.31672,False
Name,age,gender,handedness,0,not inverted,2.142388,293.8753,359.6393,15.42734,False
Name,age,gender,handedness,0,not inverted,1.648827,296.4773,359.8223,15.51723,False
Name,age,gender,handedness,0,not inverted,1.841419,299.052,359.6682,15.62712,False
Name,age,gender,handedness,0,not inverted,1.848313,299.6966,359.7733,15.71685,False
Name,age,gender,handedness,0,not inverted,1.802121,300.0469,359.7726,15.82772,False
Name,age,gender,handedness,0,not inverted,1.65709,304.5145,359.7714,15.91788,False
Name,age,gender,handedness,0,not inverted,0.984652,326.5974,0.003771568,16.03038,False
Name,age,gender,handedness,0,not inverted,1.317356,345.0598,0.1575275,16.119,False
Name,age,gender,handedness,0,not inverted,1.429296,2.181344,0.04190974,16.23269,False
Name,age,gender,handedness,0,not inverted,359.0916,17.77582,0.1366462,16.31613,False
Name,age,gender,handedness,0,not inverted,359.0098,30.8955,0.4085981,16.4296,False
Name,age,gender,handedness,0,not inverted,359.2724,35.89177,0.2637306,16.51657,False
Name,age,gender,handedness,0,not inverted,358.633,40.05214,0.527188,16.62855,False
Name,age,gender,handedness,0,not inverted,359.2576,33.72041,0.4477932,16.72206,False
Name,age,gender,handedness,0,not inverted,358.6828,16.81618,0.5947206,16.82861,False
Name,age,gender,handedness,0,not inverted,359.5244,358.1355,0.4312541,16.91601,False
Name,age,gender,handedness,0,not inverted,1.287885,337.6416,0.2593022,17.02887,False
Name,age,gender,handedness,0,not inverted,1.891107,321.4418,0.06059556,17.13741,False
Name,age,gender,handedness,0,not inverted,1.933714,310.1682,359.8292,17.22775,False
Name,age,gender,handedness,0,not inverted,2.069438,291.7204,359.608,17.33798,False
Name,age,gender,handedness,0,not inverted,1.963505,296.1735,359.6878,17.42983,False
Name,age,gender,handedness,0,not inverted,1.359888,300.7488,359.804,17.51618,False
Name,age,gender,handedness,0,not inverted,0.9508263,323.7031,359.929,17.62742,False
Name,age,gender,handedness,0,not inverted,1.496039,346.1204,0.1712112,17.71646,False
Name,age,gender,handedness,0,not inverted,0.8468285,6.00306,0.2390196,17.8286,False
Name,age,gender,handedness,0,not inverted,359.5981,18.14108,-0.001188242,17.91653,False
Name,age,gender,handedness,0,not inverted,359.3807,31.04555,0.2883297,18.02724,False
Name,age,gender,handedness,0,not inverted,359.1271,40.28048,0.206733,18.11661,False
Name,age,gender,handedness,0,not inverted,358.5592,45.87878,0.2040932,18.16192,False
Name,age,gender,handedness,0,not inverted,358.0417,53.8906,0.2507541,18.22886,False
Name,age,gender,handedness,0,not inverted,357.2106,59.14719,0.3421574,18.27283,False
Name,age,gender,handedness,0,not inverted,356.6069,63.70414,0.6207834,18.31646,False
Name,age,gender,handedness,0,not inverted,356.269,68.53985,0.8793602,18.36066,False
Name,age,gender,handedness,0,not inverted,356.4966,74.87555,0.8761026,18.42929,False
Name,age,gender,handedness,0,not inverted,356.1176,75.5671,1.029845,18.47181,False
Name,age,gender,handedness,0,not inverted,355.5831,74.96362,2.003035,18.51719,False
Name,age,gender,handedness,0,not inverted,355.2116,74.53786,1.966115,18.56172,False
Name,age,gender,handedness,0,not inverted,355.5438,72.09692,1.022439,18.62871,False
Name,age,gender,handedness,0,not inverted,355.9128,71.68911,0.5690645,18.67239,False
Name,age,gender,handedness,0,not inverted,356.0607,68.64343,0.5449616,18.71653,False
Name,age,gender,handedness,0,not inverted,355.7025,65.10342,1.149415,18.76044,False
Name,age,gender,handedness,0,not inverted,357.5153,54.36315,0.5150374,18.82962,False
Name,age,gender,handedness,0,not inverted,358.7701,45.55024,359.799,18.87251,False
Name,age,gender,handedness,0,not inverted,359.1984,40.22144,0.5749108,18.91608,False
Name,age,gender,handedness,0,not inverted,358.856,33.67393,0.3932705,18.9637,False
Name,age,gender,handedness,0,not inverted,0.2347338,21.60376,0.1525819,19.02668,False
Name,age,gender,handedness,0,not inverted,0.4057441,13.07221,0.2586679,19.07284,False
Name,age,gender,handedness,0,not inverted,359.401,4.192454,0.3185147,19.11672,False
Name,age,gender,handedness,0,not inverted,358.783,353.947,0.3385199,19.16012,False
Name,age,gender,handedness,0,not inverted,359.7051,337.4781,0.09926587,19.22765,False
Name,age,gender,handedness,0,not inverted,0.3145034,325.6248,359.9006,19.27162,False
